Image File Name,Latitude,Longitude
images/anubis.jpg,49.254508333333334,-123.100225
images/bird.jpeg,48.564388888888885,-123.43914166666667
images/exif-error.jpg,exif data not found,exif data not found
images/more_images/david.gif,exif data not found,exif data not found
images/more_images/dog.png,exif data not found,exif data not found
images/more_images/wax-card.jpg,49.25448611111111,-123.10018055555555
images/rock.jpg,exif data not found,exif data not found
